;Test true y;Pred
1080;1579.8;1580.4526
1081;1411.77;1452.5134
1082;2007.06;2007.3094
1083;1836.5;1841.4631
1084;1634.13;1640.3563
1085;1526.6;1526.5947
1086;1264.4;1267.4104
1087;1517.31;1529.7598
1088;1280.5;1258.3357
1089;1375.3;1359.2114
1090;1632.38;1635.399
1091;1444.94;1444.8907
1092;1446.7;1451.5856
1093;1589.49;1587.1431
1094;1457.3;1458.1854
1095;1471.7;1473.3885
1096;1569.7;1558.3344
1097;1785.4;1782.1267
1098;1465.05;1487.3063
1099;1373.3;1344.3004
1100;1412.47;1416.4711
1101;1867.6;1871.8372
1102;1386.0;1389.3647
1103;1495.0;1496.2202
1104;1742.8;1741.013
1105;1460.66;1475.2478
1106;1491.64;1507.783
1107;1805.72;1806.0156
1108;1305.79;1280.2982
1109;1210.6;1219.6923
1110;1491.1;1493.5858
1111;1759.2;1764.4475
1112;1457.7;1463.8153
1113;1474.9;1478.3561
1114;1906.97;1907.9524
1115;1419.38;1437.2832
1116;1373.6;1375.4705
1117;1568.09;1572.4326
1118;1438.03;1418.7092
1119;1546.2;1549.935
1120;1437.51;1436.9142
1121;1424.15;1426.5848
1122;1387.81;1364.5138
1123;1279.73;1261.0228
1124;1591.38;1590.694
1125;1439.36;1440.7869
1126;1406.6;1412.4633
1127;1417.9;1413.4939
1128;1328.0;1330.0669
1129;1348.42;1350.0212
1130;1555.7;1546.969
1131;1412.4;1407.1658
1132;1459.7;1457.0404
1133;1810.34;1814.9606
1134;1610.62;1607.7915
1135;1504.6;1508.8334
1136;1638.54;1637.7936
1137;1295.5;1294.4052
1138;1129.1;1130.0104
1139;1448.6;1481.9137
1140;1573.72;1572.0614
1141;1765.66;1764.0824
1142;1573.0;1572.8607
1143;1678.8;1678.5028
1144;1193.89;1197.5726
1145;1500.61;1517.2958
1146;1524.66;1524.196
1147;1396.33;1396.5938
1148;1500.4;1503.1508
1149;1740.74;1720.2609
1150;1344.49;1319.0228
1151;1463.1;1466.1167
1152;1362.4;1367.7048
1153;1422.1;1407.8911
1154;1304.59;1321.6898
1155;1748.6;1746.7262
1156;1360.7;1363.9192
1157;1653.13;1653.4772
1158;1275.8;1252.0413
1159;1661.6;1662.3187
1160;1553.2;1552.4749
1161;1794.94;1799.4073
1162;1295.8;1299.4198
1163;1483.62;1483.0948
1164;1501.96;1504.7555
1165;1545.4;1544.113
1166;1430.02;1430.3024
1167;1345.9;1352.7557
1168;1798.54;1800.0714
1169;1741.6;1742.0525
1170;1613.7;1617.2408
1171;1447.7;1454.7739
1172;1487.3;1498.4861
1173;1456.8;1461.1864
1174;1264.55;1291.1217
1175;1808.06;1810.1229
1176;1774.6;1772.9059
1177;1307.97;1308.1344
1178;1766.7;1771.1023
1179;1735.1;1735.8091
1180;1553.16;1562.2477
1181;1624.6;1625.291
1182;1495.1;1491.4034
1183;1263.71;1265.7438
1184;1850.42;1849.0831
1185;1515.57;1518.5221
1186;1369.19;1396.3448
1187;1487.5;1489.7264
1188;1793.5;1795.6631
1189;1743.91;1744.2205
1190;1694.48;1693.2648
1191;1479.59;1479.8477
1192;1525.22;1522.634
1193;1718.88;1720.3173
1194;1582.8;1580.5719
1195;1289.0;1285.732
1196;1289.6;1287.7638
1197;1856.2;1859.4623
1198;1266.9;1274.5922
1199;1374.5;1383.2604
1200;1826.0;1825.385
1201;1661.0;1655.3884
1202;1262.0;1223.8665
1203;1384.85;1382.1864
1204;1874.1;1873.4473
1205;1486.41;1498.6686
1206;1486.04;1486.4425
1207;1531.9;1533.311
1208;1484.7;1484.865
1209;1585.8;1589.6309
1210;1662.08;1666.8265
1211;1519.63;1526.0569
1212;1576.67;1578.01
1213;1776.4;1780.8024
1214;1324.7;1327.437
1215;1445.94;1437.0725
1216;1718.88;1716.8568
1217;1420.02;1421.3132
1218;1146.5;1143.3424
1219;1721.53;1726.8079
1220;1406.5;1405.2292
1221;1423.6;1394.3501
1222;1250.4;1255.75
1223;1788.98;1793.4144
1224;1324.5;1328.7473
1225;1877.86;1883.6144
1226;1851.06;1855.7246
1227;1680.5;1679.4462
1228;1217.24;1241.8698
1229;1546.0;1549.1765
1230;1786.7;1788.9867
1231;1838.02;1842.8761
1232;1356.0;1357.7455
1233;1215.31;1226.9031
1234;1737.7;1739.5316
1235;1680.42;1682.2894
1236;1337.59;1353.7928
1237;1432.4;1431.7365
1238;1523.66;1534.75
1239;1678.29;1678.2096
1240;1432.0;1435.1453
1241;1341.16;1341.08
1242;1470.9;1456.684
1243;1937.58;1943.6667
1244;1501.25;1503.5856
1245;1345.71;1360.4889
1246;1431.8;1402.6174
1247;1456.09;1456.2997
1248;1580.1;1553.257
1249;1450.5;1450.0807
1250;1466.7;1465.6757
1251;1456.03;1455.2124
1252;1397.28;1374.7236
1253;1416.43;1418.0792
1254;1598.0;1586.8877
1255;1778.4;1777.3003
1256;1481.96;1499.3256
1257;1399.84;1407.6401
1258;1228.0;1234.4797
1259;1832.0;1840.1936
1260;1392.8;1401.1001
1261;1503.2;1504.8049
1262;1542.35;1544.1321
1263;1664.6;1665.6029
1264;1294.59;1295.2753
1265;1368.3;1374.6771
1266;1274.0;1271.187
1267;1216.44;1222.4594
1268;1423.8;1426.7941
1269;1533.5;1529.7596
1270;1929.7;1929.7963
1271;1899.2;1904.4054
1272;1461.25;1499.1569
1273;1165.79;1197.7891
1274;1649.93;1647.825
1275;1618.7;1624.5627
1276;1550.1;1510.2262
1277;1514.5;1537.1611
1278;1188.9;1183.5774
1279;1343.94;1348.4318
1280;1478.85;1489.5872
1281;1523.63;1524.0066
1282;1465.6;1470.7599
1283;1721.53;1727.9011
1284;1682.09;1683.7838
1285;1652.8;1649.321
1286;1522.91;1523.6326
1287;1393.47;1431.7306
1288;1881.8;1883.2253
1289;1611.94;1627.2686
1290;1233.4;1238.5262
1291;1523.3;1524.0157
1292;1337.0;1293.5571
1293;1463.9;1463.5084
1294;1423.69;1424.2041
1295;1524.7;1526.2937
1296;1317.5;1318.3065
1297;1717.1;1719.2028
1298;1148.8;1161.3337
1299;1834.02;1834.9943
1300;1427.15;1425.2755
1301;1829.8;1834.5767
1302;1561.37;1527.2443
1303;1744.61;1749.9598
1304;1574.7;1582.9427
1305;1834.4;1841.2372
1306;1492.9;1498.8705
1307;1246.18;1254.7832
1308;1716.0;1718.3944
1309;1572.6;1575.5966
1310;1422.72;1428.2557
1311;1432.2;1430.3439
1312;1339.05;1342.782
1313;1536.1;1534.6694
1314;1898.07;1900.2987
1315;1776.1;1783.4344
1316;1506.1;1504.4966
1317;1543.32;1523.5328
1318;1491.0;1494.9042
1319;1663.29;1677.6418
1320;1324.83;1297.621
1321;1570.23;1569.3319
1322;1485.03;1467.7208
1323;1377.74;1380.3466
1324;1806.08;1810.8474
1325;1431.31;1426.4147
1326;1578.64;1593.5105
1327;1470.2;1475.0216
1328;1436.07;1438.0448
1329;1760.8;1762.9088
1330;1383.4;1391.1102
1331;1185.6;1189.5388
1332;1562.8;1552.9554
1333;1557.8;1561.2861
1334;1481.0;1478.9572
1335;1611.0;1611.838
1336;1581.0;1580.624
1337;1415.9;1416.1968
1338;1816.59;1814.6155
1339;1476.09;1484.5342
1340;1592.89;1609.6206
1341;1509.8;1507.9814
1342;1864.87;1868.0271
1343;1510.3;1519.9888
1344;1833.62;1836.0459
1345;1564.25;1565.9563
1346;1334.99;1337.669
1347;1500.12;1500.2825
1348;1709.85;1708.6284
1349;1700.56;1707.3516
1350;1883.25;1891.3868
1351;1327.8;1330.2551
1352;1391.84;1401.8893
1353;1309.31;1315.9847
1354;1538.0;1541.0884
1355;1567.9;1573.0754
1356;1206.68;1231.191
1357;1863.0;1863.6943
1358;1449.05;1469.141
1359;1815.59;1821.643
1360;1397.4;1403.8058
1361;1501.5;1486.1924
1362;1473.5;1477.2883
1363;1527.15;1547.814
1364;1638.7;1643.2789
1365;1316.4;1321.4027
1366;1455.0;1451.6527
1367;1540.61;1546.298
1368;1544.88;1544.4027
1369;1423.7;1427.7072
1370;1486.21;1489.9988
1371;1279.9;1285.3156
1372;1337.09;1346.5972
1373;1681.2;1679.4061
1374;1610.77;1621.1787
1375;1538.15;1535.1387
1376;1397.6;1417.6782
1377;1317.81;1326.6863
1378;1620.4;1621.7178
1379;1843.67;1847.7383
1380;1502.5;1499.0865
1381;1342.3;1345.0226
1382;1654.4;1648.4216
1383;1622.25;1622.3424
1384;1342.14;1344.9945
1385;1709.41;1708.5839
1386;1961.7;1967.2296
1387;1698.6;1694.0516
1388;1656.8;1663.1239
1389;1455.4;1454.1326
1390;1533.8;1531.7135
1391;1306.6;1307.446
1392;1587.1;1575.7528
1393;1364.0;1368.9252
1394;1627.65;1625.6311
1395;1213.0;1204.1549
1396;1261.42;1274.8451
1397;1504.51;1517.2887
1398;1194.2;1187.4346
1399;1257.7;1259.7306
1400;1780.6;1779.8453
1401;1567.25;1566.5679
1402;1277.64;1281.46
1403;1497.93;1502.8352
1404;1401.19;1383.7898
1405;1177.44;1206.3008
1406;1470.5;1469.7495
1407;1474.4;1472.159
1408;1217.51;1241.4297
1409;1416.6;1417.7268
1410;1552.4;1552.948
1411;1457.67;1438.2117
1412;1485.7;1486.0773
1413;1410.97;1411.7485
1414;1436.77;1421.3967
1415;1405.33;1405.8121
1416;1811.68;1818.0677
1417;1214.97;1224.2814
1418;1432.85;1427.8359
1419;1350.1;1353.116
1420;1556.47;1557.2006
1421;1589.56;1590.745
1422;1302.4;1281.8574
1423;1636.28;1637.276
1424;1827.28;1824.9142
1425;1793.4;1792.6229
1426;1313.61;1348.6306
1427;1566.9;1569.6548
1428;1481.0;1485.9156
1429;1757.0;1758.2012
1430;1525.96;1534.2616
1431;1457.17;1453.2933
1432;1618.2;1617.534
1433;1508.03;1522.7213
1434;1366.82;1370.1315
1435;1182.96;1178.6244
1436;1417.06;1418.1725
1437;1655.04;1655.7142
1438;1279.22;1289.3524
1439;1326.99;1326.7117
1440;1253.51;1252.7432
1441;1373.9;1372.0007
1442;1538.7;1539.7045
1443;1454.73;1435.13
