M_C;M_A;SYM;P;T;EXP U
267.43;280.15;0;147.15;312.85;1606.7
267.43;280.15;0;156.96;312.85;1625.6
267.43;280.15;0;166.77;312.85;1643.8
267.43;280.15;0;176.58;312.85;1661.6
267.43;280.15;0;186.39;312.85;1678.8
267.43;280.15;0;196.2;312.85;1698.6
267.43;280.15;0;0.1019;333.15;1153.7
267.43;280.15;0;9.81;333.15;1194.2
267.43;280.15;0;19.62;333.15;1232.1
267.43;280.15;0;29.43;333.15;1267.6
267.43;280.15;0;39.24;333.15;1300.9
267.43;280.15;0;49.05;333.15;1332.4
267.43;280.15;0;58.86;333.15;1362.3
267.43;280.15;0;68.67;333.15;1390.7
267.43;280.15;0;78.48;333.15;1417.9
267.43;280.15;0;88.29;333.15;1443.9
267.43;280.15;0;98.1;333.15;1469
267.43;280.15;0;107.91;333.15;1493
267.43;280.15;0;117.72;333.15;1516.3
267.43;280.15;0;127.53;333.15;1538.7
267.43;280.15;0;137.34;333.15;1560.4
267.43;280.15;0;147.15;333.15;1581.5
267.43;280.15;0;156.96;333.15;1601.9
267.43;280.15;0;166.77;333.15;1621.8
267.43;280.15;0;176.58;333.15;1641.1
267.43;280.15;0;186.39;333.15;1659.9
267.43;280.15;0;196.2;333.15;1678.2
267.43;280.15;0;0.1019;352.95;1108.9
267.43;280.15;0;9.81;352.95;1150.1
267.43;280.15;0;19.62;352.95;1188.9
267.43;280.15;0;29.43;352.95;1225.1
267.43;280.15;0;39.24;352.95;1259.3
267.43;280.15;0;49.05;352.95;1291.6
267.43;280.15;0;58.86;352.95;1322.3
267.43;280.15;0;68.67;352.95;1351.6
267.43;280.15;0;78.48;352.95;1379.7
267.43;280.15;0;88.29;352.95;1406.5
267.43;280.15;0;98.1;352.95;1432.4
267.43;280.15;0;107.91;352.95;1457.3
267.43;280.15;0;117.72;352.95;1481.3
267.43;280.15;0;127.53;352.95;1504.6
267.43;280.15;0;137.34;352.95;1527.1
267.43;280.15;0;147.15;352.95;1549
267.43;280.15;0;156.96;352.95;1570.2
267.43;280.15;0;166.77;352.95;1590.9
267.43;280.15;0;176.58;352.95;1611
267.43;280.15;0;186.39;352.95;1630.6
267.43;280.15;0;196.2;352.95;1649.7
267.43;280.15;0;0.1019;373.25;1059.5
267.43;280.15;0;9.81;373.25;1104.7
267.43;280.15;0;19.62;373.25;1146.5
267.43;280.15;0;29.43;373.25;1185.2
267.43;280.15;0;39.24;373.25;1221.4
267.43;280.15;0;49.05;373.25;1255.2
267.43;280.15;0;58.86;373.25;1287.2
267.43;280.15;0;68.67;373.25;1317.5
267.43;280.15;0;78.48;373.25;1346.4
267.43;280.15;0;88.29;373.25;1373.9
267.43;280.15;0;98.1;373.25;1400.3
267.43;280.15;0;107.91;373.25;1425.6
267.43;280.15;0;117.72;373.25;1450
267.43;280.15;0;127.53;373.25;1473.5
267.43;280.15;0;137.34;373.25;1496.2
267.43;280.15;0;147.15;373.25;1518.1
267.43;280.15;0;156.96;373.25;1539.4
267.43;280.15;0;166.77;373.25;1560.1
267.43;280.15;0;176.58;373.25;1580.1
267.43;280.15;0;186.39;373.25;1599.6
267.43;280.15;0;196.2;373.25;1618.6
239.38;280.15;0;0.1;295.15;1216
239.38;280.15;0;9.81;295.15;1255
239.38;280.15;0;19.62;295.15;1288
239.38;280.15;0;29.43;295.15;1321
239.38;280.15;0;39.24;295.15;1353
239.38;280.15;0;49.05;295.15;1382
239.38;280.15;0;58.86;295.15;1411
239.38;280.15;0;68.67;295.15;1438
239.38;280.15;0;78.48;295.15;1465
239.38;280.15;0;88.29;295.15;1491
239.38;280.15;0;0.1;313.15;1179
239.38;280.15;0;9.81;313.15;1221
239.38;280.15;0;19.62;313.15;1255
239.38;280.15;0;29.43;313.15;1289
239.38;280.15;0;39.24;313.15;1321
239.38;280.15;0;49.05;313.15;1351
239.38;280.15;0;58.86;313.15;1379
239.38;280.15;0;68.67;313.15;1407
239.38;280.15;0;78.48;313.15;1433
239.38;280.15;0;88.29;313.15;1457
239.38;280.15;0;98.1;313.15;1482
239.38;280.15;0;107.91;313.15;1507
239.38;280.15;0;117.72;313.15;1531
239.38;280.15;0;127.53;313.15;1552
239.38;280.15;0;137.34;313.15;1573
239.38;280.15;0;147.15;313.15;1594
239.38;280.15;0;0.1;333.45;1133
239.38;280.15;0;9.81;333.45;1176
239.38;280.15;0;19.62;333.45;1213
239.38;280.15;0;29.43;333.45;1247
239.38;280.15;0;39.24;333.45;1280
239.38;280.15;0;49.05;333.45;1311
239.38;280.15;0;58.86;333.45;1340
239.38;280.15;0;68.67;333.45;1368
239.38;280.15;0;78.48;333.45;1398
239.38;280.15;0;88.29;333.45;1421
239.38;280.15;0;98.1;333.45;1448
239.38;280.15;0;107.91;333.45;1471
239.38;280.15;0;117.72;333.45;1495
239.38;280.15;0;127.53;333.45;1517
239.38;280.15;0;137.34;333.45;1538
239.38;280.15;0;147.15;333.45;1560
239.38;280.15;0;0.1;353.45;1088
239.38;280.15;0;9.81;353.45;1134
239.38;280.15;0;19.62;353.45;1172
239.38;280.15;0;29.43;353.45;1207
239.38;280.15;0;39.24;353.45;1242
239.38;280.15;0;49.05;353.45;1274
239.38;280.15;0;58.86;353.45;1305
239.38;280.15;0;68.67;353.45;1333
239.38;280.15;0;78.48;353.45;1360
239.38;280.15;0;88.29;353.45;1387
239.38;280.15;0;98.1;353.45;1413
239.38;280.15;0;107.91;353.45;1439
239.38;280.15;0;117.72;353.45;1463
239.38;280.15;0;0.1;373.15;1046
239.38;280.15;0;9.81;373.15;1092
239.38;280.15;0;19.62;373.15;1133
239.38;280.15;0;29.43;373.15;1170
239.38;280.15;0;39.24;373.15;1205
239.38;280.15;0;49.05;373.15;1238
239.38;280.15;0;58.86;373.15;1269
239.38;280.15;0;68.67;373.15;1300
239.38;280.15;0;78.48;373.15;1328
239.38;280.15;0;88.29;373.15;1356
239.38;280.15;0;98.1;373.15;1383
239.38;280.15;0;107.91;373.15;1408
239.38;280.15;0;117.72;373.15;1432
139.29;144.96;0;0.1;283.16;1455.52
139.29;144.96;0;5;283.16;1468.58
139.29;144.96;0;10;283.16;1481.79
139.29;144.96;0;20;283.16;1506.72
139.29;144.96;0;30;283.16;1529.87
139.29;144.96;0;45;283.16;1564.25
139.29;144.96;0;60;283.16;1596.68
139.29;144.96;0;80;283.16;1638.64
139.29;144.96;0;99;283.16;1677.06
139.29;144.96;0;124;283.16;1724.36
139.29;144.96;0;151;283.16;1772.61
139.29;144.96;0;0.1;291.15;1440.19
139.29;144.96;0;5;291.15;1453.26
139.29;144.96;0;10;291.15;1466.63
139.29;144.96;0;20;291.15;1492.36
139.29;144.96;0;30;291.15;1515.72
139.29;144.96;0;45;291.15;1549.95
139.29;144.96;0;60;291.15;1583.22
139.29;144.96;0;0.1;293.16;1432.85
139.29;144.96;0;5;293.16;1446.45
139.29;144.96;0;10;293.16;1459.01
139.29;144.96;0;20;293.16;1484.18
139.29;144.96;0;30;293.16;1507.92
139.29;144.96;0;45;293.16;1542.2
139.29;144.96;0;60;293.16;1574.7
139.29;144.96;0;79;293.16;1613.77
139.29;144.96;0;99;293.16;1654.46
139.29;144.96;0;0.1;294.16;1431.59
139.29;144.96;0;5;294.16;1444.54
139.29;144.96;0;10;294.16;1457.17
139.29;144.96;0;20;294.16;1483.23
139.29;144.96;0;30;294.16;1506.04
139.29;144.96;0;0.1;303.16;1410.27
139.29;144.96;0;5;303.16;1423.48
139.29;144.96;0;10;303.16;1437.13
139.29;144.96;0;20;303.16;1462.82
139.29;144.96;0;45;303.16;1521.26
139.29;144.96;0;60;303.16;1554.58
139.29;144.96;0;99;303.16;1634.38
139.29;144.96;0;0.1;313.15;1389.49
139.29;144.96;0;5;313.15;1402.83
139.29;144.96;0;10;313.15;1416.43
139.29;144.96;0;20;313.15;1443.3
139.29;144.96;0;42;313.15;1495.14
139.29;144.96;0;45;313.15;1502.87
139.29;144.96;0;60;313.15;1536.27
139.29;144.96;0;80;313.15;1578.64
139.29;144.96;0;99;313.15;1617.38
139.29;144.96;0;125;313.15;1662.16
139.29;144.96;0;0.1;323.25;1367.98
139.29;144.96;0;5;323.25;1381.82
139.29;144.96;0;10;323.25;1395.37
139.29;144.96;0;20;323.25;1422.72
139.29;144.96;0;30;323.25;1446.75
139.29;144.96;0;45;323.25;1482.19
139.29;144.96;0;60;323.25;1515.95
139.29;144.96;0;80;323.25;1557.89
139.29;144.96;0;99;323.25;1592.52
139.29;86.81;0;0.1;283.15;1599.51
139.29;86.81;0;5;283.15;1612.54
139.29;86.81;0;10;283.15;1626.2
139.29;86.81;0;20;283.15;1653.13
139.29;86.81;0;30;283.15;1678.26
139.29;86.81;0;45;283.15;1714.66
139.29;86.81;0;60;283.15;1749.05
139.29;86.81;0;80;283.15;1793.04
139.29;86.81;0;99;283.15;1833.62
139.29;86.81;0;124;283.15;1882.86
139.29;86.81;0;151;283.15;1932.2
139.29;86.81;0;0.1;293.15;1570.23
139.29;86.81;0;5;293.15;1583.99
139.29;86.81;0;10;293.15;1597.7
139.29;86.81;0;20;293.15;1624.43
139.29;86.81;0;60;293.15;1721.05
139.29;86.81;0;99;293.15;1806.08
139.29;86.81;0;151;293.15;1907.3
139.29;86.81;0;0.1;303.15;1544.88
139.29;86.81;0;5;303.15;1558.6
139.29;86.81;0;10;303.15;1572.45
139.29;86.81;0;20;303.15;1599.53
139.29;86.81;0;60;303.15;1697
139.29;86.81;0;99;303.15;1782.61
139.29;86.81;0;125;303.15;1834.02
139.29;86.81;0;0.1;313.15;1525.22
139.29;86.81;0;5;313.15;1539.35
139.29;86.81;0;10;313.15;1554.04
139.29;86.81;0;20;313.15;1580.96
139.29;86.81;0;60;313.15;1679.35
139.29;86.81;0;99;313.15;1765.79
139.29;86.81;0;124;313.15;1816.59
139.29;86.81;0;151;313.15;1869.96
139.29;86.81;0;0.1;323.15;1503.36
139.29;86.81;0;5;323.15;1517.83
139.29;86.81;0;10;323.15;1533.4
139.29;86.81;0;20;323.15;1561.37
139.29;86.81;0;60;323.15;1662.08
139.29;86.81;0;99;323.15;1748.81
139.29;86.81;0;124;323.15;1798.92
139.29;86.81;0;151;323.15;1853.24
111.16;125.12;0;0.1;292.93;1692.35
111.16;125.12;0;30;292.86;1765.51
111.16;125.12;0;46;292.86;1800.81
111.16;125.12;0;61;292.86;1834.46
111.16;125.12;0;76;292.86;1866.9
111.16;125.12;0;91;292.86;1898.07
111.16;125.12;0;101;292.86;1918.59
111.16;125.12;0;0.1;298.15;1679.43
111.16;125.12;0;30;298.15;1752.68
111.16;125.12;0;46;298.15;1788.47
111.16;125.12;0;61;298.15;1822.55
111.16;125.12;0;76;298.15;1855.33
111.16;125.12;0;91;298.15;1886.79
111.16;125.12;0;101;298.15;1906.97
111.16;125.12;0;0.1;303.13;1667.2
111.16;125.12;0;30;303.14;1740.21
111.16;125.12;0;46;303.14;1776.4
111.16;125.12;0;61;303.13;1810.78
111.16;125.12;0;76;303.14;1843.67
111.16;125.12;0;91;303.14;1875.42
111.16;125.12;0;101;303.13;1895.7
111.16;125.12;0;0.1;308.11;1655.16
111.16;125.12;0;30;308.1;1728.65
111.16;125.12;0;46;308.1;1765.38
111.16;125.12;0;61;308.1;1800.04
111.16;125.12;0;76;308.11;1833.02
111.16;125.12;0;91;308.1;1864.87
111.16;125.12;0;101;308.1;1885.74
111.16;125.12;0;0.1;313.15;1643.02
111.16;125.12;0;30;313.06;1717.1
111.16;125.12;0;46;313.07;1753.86
111.16;125.12;0;61;313.07;1788.98
111.16;125.12;0;76;313.06;1822.59
111.16;125.12;0;91;313.07;1854.62
111.16;125.12;0;101;313.07;1875.4
111.16;125.12;0;0.1;318.15;1631.12
111.16;125.12;0;30;318.34;1705.54
111.16;125.12;0;46;318.34;1742.63
111.16;125.12;0;61;318.34;1777.91
111.16;125.12;0;76;318.34;1811.68
111.16;125.12;0;91;318.33;1844.17
111.16;125.12;0;101;318.33;1864.83
125.19;125.12;1;0.1;292.82;1637.47
125.19;125.12;1;15;293.1;1678.29
125.19;125.12;1;30;293.09;1718.88
125.19;125.12;1;46;293.09;1757
125.19;125.12;1;61;293.09;1793.5
125.19;125.12;1;76;293.09;1828.42
125.19;125.12;1;91;293.09;1861.68
125.19;125.12;1;101;293.08;1883.25
125.19;125.12;1;0.1;298.15;1623.96
125.19;125.12;1;15;298.07;1665
125.19;125.12;1;30;298.06;1705.78
125.19;125.12;1;46;298.06;1744.61
125.19;125.12;1;61;298.06;1781.37
125.19;125.12;1;76;298.06;1816.67
125.19;125.12;1;91;298.06;1850.3
125.19;125.12;1;101;298.06;1871.76
125.19;125.12;1;0.1;303.15;1611.34
125.19;125.12;1;15;303.02;1652.34
125.19;125.12;1;30;303.03;1693.74
125.19;125.12;1;46;303.02;1732.78
125.19;125.12;1;61;303.03;1770.25
125.19;125.12;1;76;303.02;1805.71
125.19;125.12;1;91;303.02;1839.21
125.19;125.12;1;101;303.02;1861.14
125.19;125.12;1;0.1;308.15;1598.78
125.19;125.12;1;15;308.02;1640.34
125.19;125.12;1;30;308.01;1682.09
125.19;125.12;1;46;308.01;1721.53
125.19;125.12;1;61;308.01;1759.2
125.19;125.12;1;76;308.02;1794.94
125.19;125.12;1;91;308.01;1828.91
125.19;125.12;1;101;308.01;1851.06
125.19;125.12;1;0.1;313.15;1586.28
125.19;125.12;1;15;313;1628.45
125.19;125.12;1;30;312.99;1670.68
125.19;125.12;1;46;312.99;1710.62
125.19;125.12;1;61;312.98;1748.29
125.19;125.12;1;76;312.98;1784.31
125.19;125.12;1;91;312.98;1818.89
125.19;125.12;1;101;312.98;1840.83
125.19;125.12;1;0.1;318.21;1573.73
125.19;125.12;1;15;318.35;1615.87
125.19;125.12;1;30;318.35;1658.67
125.19;125.12;1;46;318.35;1698.7
125.19;125.12;1;61;318.34;1736.97
125.19;125.12;1;76;318.33;1773.28
125.19;125.12;1;91;318.33;1808.06
125.19;125.12;1;101;318.34;1830.13
108.16;280.15;0;0.101;293.15;1279.24
108.16;280.15;0;0.101;298.15;1268.06
108.16;280.15;0;0.101;303.15;1257.14
108.16;280.15;0;15.2;303.15;1302.61
108.16;280.15;0;30.39;303.15;1344.84
108.16;280.15;0;45.59;303.15;1383.58
108.16;280.15;0;0.101;308.15;1246.18
108.16;280.15;0;15.2;308.15;1292.27
108.16;280.15;0;30.39;308.15;1334.73
108.16;280.15;0;45.59;308.15;1373.63
108.16;280.15;0;60.79;308.15;1410.62
108.16;280.15;0;75.99;308.15;1444.94
108.16;280.15;0;91.18;308.15;1477.72
108.16;280.15;0;0.101;313.15;1235.42
108.16;280.15;0;15.2;313.15;1281.71
108.16;280.15;0;30.39;313.15;1324.87
108.16;280.15;0;45.59;313.15;1364.32
108.16;280.15;0;60.79;313.15;1401.61
108.16;280.15;0;75.99;313.15;1436.07
108.16;280.15;0;91.18;313.15;1469.37
108.16;280.15;0;101.32;313.15;1490.12
108.16;280.15;0;0.101;318.15;1224.89
108.16;280.15;0;15.2;318.15;1271.3
108.16;280.15;0;30.39;318.15;1314.68
108.16;280.15;0;45.59;318.15;1354.5
108.16;280.15;0;60.79;318.15;1391.84
108.16;280.15;0;75.99;318.15;1426.63
108.16;280.15;0;91.18;318.15;1460.18
108.16;280.15;0;101.32;318.15;1480.8
108.16;280.15;0;0.101;323.15;1214.32
108.16;280.15;0;15.2;323.15;1261.42
108.16;280.15;0;30.39;323.15;1304.78
108.16;280.15;0;45.59;323.15;1345.71
108.16;280.15;0;60.79;323.15;1382.69
108.16;280.15;0;75.99;323.15;1417.96
108.16;280.15;0;91.18;323.15;1451.54
108.16;280.15;0;101.32;323.15;1472.45
136.21;280.15;0;0.101;293.15;1256.72
136.21;280.15;0;15.2;293.15;1306.21
136.21;280.15;0;30.39;293.15;1351.64
136.21;280.15;0;0.101;298.15;1245.61
136.21;280.15;0;15.2;298.15;1295.42
136.21;280.15;0;30.39;298.15;1341.01
136.21;280.15;0;45.59;298.15;1383.13
136.21;280.15;0;60.79;298.15;1422.14
136.21;280.15;0;0.101;303.15;1234.64
136.21;280.15;0;15.2;303.15;1285.02
136.21;280.15;0;30.39;303.15;1330.8
136.21;280.15;0;45.59;303.15;1373.32
136.21;280.15;0;60.79;303.15;1412.45
136.21;280.15;0;75.99;303.15;1449.05
136.21;280.15;0;91.18;303.15;1484
136.21;280.15;0;0.101;308.15;1223.76
136.21;280.15;0;0.101;313.15;1213.04
136.21;280.15;0;15.2;313.15;1263.71
136.21;280.15;0;30.39;313.15;1310.48
136.21;280.15;0;44.68;313.15;1351.03
136.21;280.15;0;56.77;313.15;1383.31
136.21;280.15;0;60.79;313.15;1393.75
136.21;280.15;0;75.99;313.15;1430.96
136.21;280.15;0;91.18;313.15;1466.17
136.21;280.15;0;101.32;313.15;1488.6
136.21;280.15;0;0.101;318.15;1202.54
136.21;280.15;0;0.101;323.15;1192.24
136.21;280.15;0;15.2;323.15;1244.17
136.21;280.15;0;30.39;323.15;1291.24
136.21;280.15;0;45.59;323.15;1335.1
136.21;280.15;0;60.79;323.15;1375.57
136.21;280.15;0;75.99;323.15;1413.59
136.21;280.15;0;91.18;323.15;1449.28
136.21;280.15;0;101.32;323.15;1471.68
164.27;280.15;0;0.101;293.15;1251.33
164.27;280.15;0;15.2;293.15;1304.59
164.27;280.15;0;30.39;293.15;1352.38
164.27;280.15;0;45.59;293.15;1396.04
164.27;280.15;0;60.79;293.15;1436.71
164.27;280.15;0;75.99;293.15;1475.03
164.27;280.15;0;91.18;293.15;1510.26
164.27;280.15;0;101.32;293.15;1532.62
164.27;280.15;0;0.101;298.15;1240.08
164.27;280.15;0;15.2;298.15;1293.91
164.27;280.15;0;30.39;298.15;1341.81
164.27;280.15;0;45.59;298.15;1385.81
164.27;280.15;0;60.79;298.15;1426.78
164.27;280.15;0;75.99;298.15;1465.05
164.27;280.15;0;91.18;298.15;1500.61
164.27;280.15;0;101.32;298.15;1523.66
164.27;280.15;0;0.101;303.15;1228.89
164.27;280.15;0;15.2;303.15;1283.45
164.27;280.15;0;30.39;303.15;1331.54
164.27;280.15;0;45.59;303.15;1376.17
164.27;280.15;0;60.79;303.15;1416.97
164.27;280.15;0;75.99;303.15;1455.64
164.27;280.15;0;91.18;303.15;1491.64
164.27;280.15;0;101.32;303.15;1514.99
164.27;280.15;0;0.101;308.15;1217.83
164.27;280.15;0;0.101;313.15;1206.95
164.27;280.15;0;15.2;313.15;1261.8
164.27;280.15;0;30.39;313.15;1311.03
164.27;280.15;0;45.59;313.15;1356.14
164.27;280.15;0;60.79;313.15;1397.6
164.27;280.15;0;75.99;313.15;1437.14
164.27;280.15;0;91.18;313.15;1473.61
164.27;280.15;0;101.32;313.15;1496.99
164.27;280.15;0;0.101;318.15;1196.2
164.27;280.15;0;0.101;323.15;1185.7
164.27;280.15;0;15.2;323.15;1241.74
164.27;280.15;0;30.39;323.15;1291.53
164.27;280.15;0;45.59;323.15;1337.59
164.27;280.15;0;60.79;323.15;1379.8
164.27;280.15;0;75.99;323.15;1419.38
164.27;280.15;0;91.18;323.15;1456.65
164.27;280.15;0;101.32;323.15;1480.46
139.29;144.96;0;0.101;278.15;1446.73
139.29;144.96;0;1.023;278.15;1449.48
139.29;144.96;0;5.001;278.16;1461.27
139.29;144.96;0;10.009;278.15;1475.92
139.29;144.96;0;19.956;278.15;1504.33
139.29;144.96;0;29.957;278.14;1532.07
139.29;144.96;0;40.003;278.15;1559.11
139.29;144.96;0;49.924;278.15;1585.1
139.29;144.96;0;59.924;278.15;1610.62
139.29;144.96;0;69.924;278.17;1635.46
139.29;144.96;0;79.924;278.15;1659.69
139.29;144.96;0;89.956;278.15;1683.41
139.29;144.96;0;99.957;278.13;1706.56
139.29;144.96;0;109.926;278.15;1729.02
139.29;144.96;0;119.924;278.15;1751.1
139.29;144.96;0;129.957;278.15;1772.79
139.29;144.96;0;139.956;278.15;1793.95
139.29;144.96;0;0.101;283.15;1439.46
139.29;144.96;0;0.592;283.17;1440.88
139.29;144.96;0;5.691;283.19;1455.84
139.29;144.96;0;10.619;283.21;1470.07
139.29;144.96;0;20.482;283.2;1497.93
139.29;144.96;0;29.996;283.18;1524.05
139.29;144.96;0;40.071;283.17;1550.93
139.29;144.96;0;49.997;283.16;1576.67
139.29;144.96;0;59.997;283.15;1601.92
139.29;144.96;0;69.996;283.15;1626.49
139.29;144.96;0;79.993;283.15;1650.45
139.29;144.96;0;89.993;283.15;1673.84
139.29;144.96;0;99.993;283.16;1696.62
139.29;144.96;0;109.946;283.15;1718.84
139.29;144.96;0;119.993;283.15;1740.74
139.29;144.96;0;129.993;283.14;1762.09
139.29;144.96;0;140;283.15;1782.96
139.29;144.96;0;0.101;293.15;1424.75
139.29;144.96;0;1.077;293.17;1427.56
139.29;144.96;0;4.719;293.15;1438.12
139.29;144.96;0;9.492;293.14;1451.74
139.29;144.96;0;19.589;293.14;1479.84
139.29;144.96;0;29.997;293.14;1507.9
139.29;144.96;0;39.15;293.14;1531.86
139.29;144.96;0;49.994;293.14;1559.45
139.29;144.96;0;59.879;293.14;1583.89
139.29;144.96;0;69.996;293.15;1608.16
139.29;144.96;0;79.401;293.16;1630.19
139.29;144.96;0;89.993;293.16;1654.4
139.29;144.96;0;99.508;293.16;1675.62
139.29;144.96;0;109.836;293.15;1698.13
139.29;144.96;0;119.958;293.15;1719.66
139.29;144.96;0;129.838;293.15;1740.2
139.29;144.96;0;139.836;293.15;1760.54
139.29;144.96;0;0.101;298.15;1417.36
139.29;144.96;0;1.023;298.15;1420.02
139.29;144.96;0;5.026;298.15;1431.49
139.29;144.96;0;10.002;298.16;1445.52
139.29;144.96;0;19.956;298.15;1472.95
139.29;144.96;0;29.984;298.13;1499.74
139.29;144.96;0;39.926;298.15;1525.45
139.29;144.96;0;50.001;298.15;1550.78
139.29;144.96;0;59.926;298.14;1575.07
139.29;144.96;0;69.985;298.15;1598.99
139.29;144.96;0;80.005;298.15;1622.22
139.29;144.96;0;89.956;298.16;1644.63
139.29;144.96;0;99.954;298.15;1666.67
139.29;144.96;0;109.926;298.15;1688.11
139.29;144.96;0;119.928;298.13;1709.16
139.29;144.96;0;129.954;298.15;1729.7
139.29;144.96;0;139.956;298.15;1749.77
139.29;144.96;0;0.101;313.15;1395.2
139.29;144.96;0;1.564;313.16;1399.3
139.29;144.96;0;5.372;313.16;1409.93
139.29;144.96;0;9.849;313.16;1422.24
139.29;144.96;0;19.931;313.15;1449.3
139.29;144.96;0;29.997;313.15;1475.45
139.29;144.96;0;39.809;313.14;1500.12
139.29;144.96;0;49.993;313.15;1524.96
139.29;144.96;0;59.929;313.15;1548.5
139.29;144.96;0;69.993;313.15;1571.68
139.29;144.96;0;78.778;313.16;1591.38
139.29;144.96;0;89.997;313.15;1615.92
139.29;144.96;0;99.712;313.15;1636.58
139.29;144.96;0;109.853;313.16;1657.6
139.29;144.96;0;120.002;313.18;1678.09
139.29;144.96;0;129.856;313.2;1697.51
139.29;144.96;0;139.918;313.23;1716.87
139.29;144.96;0;0.101;333.15;1366
139.29;144.96;0;1.208;333.18;1368.98
139.29;144.96;0;4.865;333.16;1378.9
139.29;144.96;0;8.565;333.16;1388.78
139.29;144.96;0;19.986;333.14;1418.5
139.29;144.96;0;29.996;333.14;1443.57
139.29;144.96;0;40.426;333.14;1468.83
139.29;144.96;0;49.994;333.15;1491.25
139.29;144.96;0;59.721;333.15;1513.4
139.29;144.96;0;69.997;333.15;1536.11
139.29;144.96;0;79.477;333.15;1556.47
139.29;144.96;0;89.997;333.15;1578.43
139.29;144.96;0;98.012;333.15;1594.75
139.29;144.96;0;109.827;333.15;1618.18
139.29;144.96;0;120.043;333.15;1637.82
139.29;144.96;0;129.828;333.15;1656.19
139.29;144.96;0;139.968;333.15;1674.77
139.29;144.96;0;0.101;353.15;1337.43
139.29;144.96;0;1.896;353.18;1342.14
139.29;144.96;0;5.032;353.17;1350.39
139.29;144.96;0;10.197;353.16;1363.75
139.29;144.96;0;20.357;353.15;1389.29
139.29;144.96;0;29.997;353.15;1412.66
139.29;144.96;0;40.647;353.16;1437.51
139.29;144.96;0;49.994;353.15;1458.65
139.29;144.96;0;60.197;353.15;1481
139.29;144.96;0;69.997;353.15;1501.79
139.29;144.96;0;80.614;353.15;1523.63
139.29;144.96;0;89.993;353.15;1542.35
139.29;144.96;0;99.952;353.14;1561.7
139.29;144.96;0;109.846;353.15;1580.36
139.29;144.96;0;119.071;353.16;1597.29
139.29;144.96;0;126.491;353.16;1610.63
139.29;144.96;0;139.936;353.16;1634.13
139.29;144.96;0;0.101;373.15;1309.31
139.29;144.96;0;1.665;373.17;1313.33
139.29;144.96;0;5.394;373.14;1322.93
139.29;144.96;0;10.189;373.15;1334.99
139.29;144.96;0;20.3;373.15;1359.71
139.29;144.96;0;29.997;373.15;1382.54
139.29;144.96;0;40.037;373.15;1405.33
139.29;144.96;0;49.997;373.15;1427.15
139.29;144.96;0;59.998;373.14;1448.33
139.29;144.96;0;69.993;373.15;1468.78
139.29;144.96;0;78.434;373.15;1485.55
139.29;144.96;0;89.997;373.14;1507.79
139.29;144.96;0;99.745;373.13;1525.96
139.29;144.96;0;109.826;373.13;1544.18
139.29;144.96;0;117.68;373.13;1558
139.29;144.96;0;131.623;373.18;1581.69
139.29;144.96;0;139.927;373.15;1595.47
139.29;144.96;0;0.101;393.15;1281.2
139.29;144.96;0;1.962;393.11;1286
139.29;144.96;0;5.414;393.17;1294.59
139.29;144.96;0;10.258;393.14;1306.6
139.29;144.96;0;20.711;393.16;1331.57
139.29;144.96;0;29.997;393.16;1352.9
139.29;144.96;0;40.199;393.16;1375.47
139.29;144.96;0;49.996;393.16;1396.33
139.29;144.96;0;60.038;393.18;1416.91
139.29;144.96;0;69.997;393.15;1436.7
139.29;144.96;0;79.608;393.14;1455.12
139.29;59.04;0;0.101;273.15;1749.36
139.29;59.04;0;0.238;273.15;1749.69
139.29;59.04;0;5.002;273.15;1761.29
139.29;59.04;0;10.02;273.15;1773.36
139.29;59.04;0;19.968;273.15;1796.85
139.29;59.04;0;29.945;273.15;1819.86
139.29;59.04;0;40.001;273.15;1842.53
139.29;59.04;0;49.987;273.15;1864.54
139.29;59.04;0;59.935;273.15;1886.01
139.29;59.04;0;69.985;273.15;1907.26
139.29;59.04;0;79.928;273.15;1927.88
139.29;59.04;0;90.04;273.15;1948.44
139.29;59.04;0;99.956;273.15;1968.24
139.29;59.04;0;109.26;273.15;1986.49
139.29;59.04;0;119.925;273.15;2007.06
139.29;59.04;0;129.945;273.15;2026.04
139.29;59.04;0;139.956;273.15;2044.7
139.29;59.04;0;0.101;283.15;1715.62
139.29;59.04;0;0.238;283.15;1717.34
139.29;59.04;0;5.002;283.15;1728.2
139.29;59.04;0;10.02;283.15;1739.97
139.29;59.04;0;19.968;283.15;1764.08
139.29;59.04;0;29.945;283.15;1788.14
139.29;59.04;0;40.001;283.15;1810.34
139.29;59.04;0;49.987;283.15;1834
139.29;59.04;0;59.935;283.15;1855.48
139.29;59.04;0;69.985;283.15;1877.86
139.29;59.04;0;79.928;283.15;1897.89
139.29;59.04;0;90.04;283.15;1920.09
139.29;59.04;0;99.956;283.15;1937.58
139.29;59.04;0;109.26;283.15;1960.61
139.29;59.04;0;119.925;283.15;1981.13
139.29;59.04;0;129.945;283.15;1999.89
139.29;59.04;0;139.956;283.15;2018.47
139.29;59.04;0;0.101;293.15;1683.93
139.29;59.04;0;0.238;293.15;1686.08
139.29;59.04;0;5.002;293.15;1695.85
139.29;59.04;0;10.02;293.15;1709.41
139.29;59.04;0;19.968;293.15;1733.98
139.29;59.04;0;29.945;293.15;1758.56
139.29;59.04;0;40.001;293.15;1780.75
139.29;59.04;0;49.987;293.15;1805.72
139.29;59.04;0;59.935;293.15;1827.21
