M_C;M_A;SYM;P;T;EXP U
139.29;280.15;0;5;293.15;1254.63
139.29;280.15;0;10;293.15;1271.15
139.29;280.15;0;20;293.15;1302.51
139.29;280.15;0;60;293.15;1411.77
139.29;280.15;0;99;293.15;1505.9
139.29;280.15;0;151;293.15;1611.94
139.29;280.15;0;0.1;303.15;1217.51
139.29;280.15;0;5;303.15;1233.96
139.29;280.15;0;10;303.15;1250.67
139.29;280.15;0;20;303.15;1282.84
139.29;280.15;0;60;303.15;1393.47
139.29;280.15;0;99;303.15;1485.86
139.29;280.15;0;151;303.15;1592.89
139.29;280.15;0;0.1;313.15;1194.5
139.29;280.15;0;5;313.15;1211.49
139.29;280.15;0;10;313.15;1228.65
139.29;280.15;0;20;313.15;1261.1
139.29;280.15;0;60;313.15;1373.46
139.29;280.15;0;99;313.15;1466.37
139.29;280.15;0;151;313.15;1573.23
139.29;280.15;0;0.1;323.15;1172.58
139.29;280.15;0;5;323.15;1190.18
139.29;280.15;0;10;323.15;1207.77
139.29;280.15;0;20;323.15;1240.95
139.29;280.15;0;60;323.15;1355.93
139.29;280.15;0;99;323.15;1450.79
139.29;280.15;0;151;323.15;1557.39
119.25;280.15;0;0.1;283.15;1279.9
119.25;280.15;0;5;283.15;1295.8
119.25;280.15;0;10;283.15;1311.5
119.25;280.15;0;20;283.15;1341.8
119.25;280.15;0;30;283.15;1371
119.25;280.15;0;40;283.15;1399.3
119.25;280.15;0;50;283.15;1426.1
119.25;280.15;0;60;283.15;1451.7
119.25;280.15;0;70;283.15;1476
119.25;280.15;0;80;283.15;1499.7
119.25;280.15;0;90;283.15;1522.2
119.25;280.15;0;95;283.15;1533.1
119.25;280.15;0;0.1;293.15;1256.3
119.25;280.15;0;5;293.15;1272.8
119.25;280.15;0;10;293.15;1288.9
119.25;280.15;0;20;293.15;1319.5
119.25;280.15;0;30;293.15;1348.8
119.25;280.15;0;40;293.15;1377.2
119.25;280.15;0;50;293.15;1404.5
119.25;280.15;0;60;293.15;1430.6
119.25;280.15;0;70;293.15;1455.4
119.25;280.15;0;80;293.15;1479.2
119.25;280.15;0;90;293.15;1502.1
119.25;280.15;0;95;293.15;1513.5
119.25;280.15;0;0.1;303.15;1233
119.25;280.15;0;5;303.15;1250
119.25;280.15;0;10;303.15;1266.7
119.25;280.15;0;20;303.15;1298.1
119.25;280.15;0;30;303.15;1327.8
119.25;280.15;0;40;303.15;1356.5
119.25;280.15;0;50;303.15;1384.3
119.25;280.15;0;60;303.15;1410.8
119.25;280.15;0;70;303.15;1436.1
119.25;280.15;0;80;303.15;1460.4
119.25;280.15;0;90;303.15;1483.7
119.25;280.15;0;95;303.15;1495.1
119.25;280.15;0;0.1;313.15;1210.6
119.25;280.15;0;5;313.15;1228
119.25;280.15;0;10;313.15;1245.1
119.25;280.15;0;20;313.15;1277.5
119.25;280.15;0;30;313.15;1307.7
119.25;280.15;0;40;313.15;1336.5
119.25;280.15;0;50;313.15;1364.5
119.25;280.15;0;60;313.15;1391.4
119.25;280.15;0;70;313.15;1417.3
119.25;280.15;0;80;313.15;1441.9
119.25;280.15;0;90;313.15;1465.4
119.25;280.15;0;95;313.15;1477
119.25;280.15;0;0.1;323.15;1188.9
119.25;280.15;0;5;323.15;1206.9
119.25;280.15;0;10;323.15;1224.4
119.25;280.15;0;20;323.15;1257.7
119.25;280.15;0;30;323.15;1288.6
119.25;280.15;0;40;323.15;1317.8
119.25;280.15;0;50;323.15;1346
119.25;280.15;0;60;323.15;1373.2
119.25;280.15;0;70;323.15;1399.6
119.25;280.15;0;80;323.15;1424.7
119.25;280.15;0;90;323.15;1448.6
119.25;280.15;0;95;323.15;1460.3
119.25;280.15;0;0.1;333.15;1168.6
119.25;280.15;0;5;333.15;1186.7
119.25;280.15;0;10;333.15;1204.8
119.25;280.15;0;20;333.15;1238.9
119.25;280.15;0;30;333.15;1270.5
119.25;280.15;0;40;333.15;1300.1
119.25;280.15;0;50;333.15;1328.3
119.25;280.15;0;60;333.15;1355.7
119.25;280.15;0;70;333.15;1382.4
119.25;280.15;0;80;333.15;1407.9
119.25;280.15;0;90;333.15;1432.2
119.25;280.15;0;95;333.15;1444
119.25;280.15;0;0.1;343.15;1148.8
119.25;280.15;0;5;343.15;1167.1
119.25;280.15;0;10;343.15;1185.6
119.25;280.15;0;20;343.15;1220.6
119.25;280.15;0;30;343.15;1253.2
119.25;280.15;0;40;343.15;1283.5
119.25;280.15;0;50;343.15;1311.6
119.25;280.15;0;60;343.15;1339.2
119.25;280.15;0;70;343.15;1365.6
119.25;280.15;0;80;343.15;1391.6
119.25;280.15;0;90;343.15;1415.9
119.25;280.15;0;95;343.15;1427.9
195.32;144.96;0;0.101;278.15;1481.59
195.32;144.96;0;1.002;278.15;1483.59
195.32;144.96;0;5.021;278.15;1492.46
195.32;144.96;0;10.003;278.15;1503.33
195.32;144.96;0;19.953;278.15;1524.66
195.32;144.96;0;29.957;278.15;1545.62
195.32;144.96;0;39.956;278.15;1566.12
195.32;144.96;0;49.928;278.15;1586.15
195.32;144.96;0;59.956;278.15;1605.85
195.32;144.96;0;70.006;278.15;1625.24
195.32;144.96;0;79.958;278.15;1644.1
195.32;144.96;0;89.925;278.15;1662.66
195.32;144.96;0;99.957;278.15;1681.03
195.32;144.96;0;109.953;278.15;1699.03
195.32;144.96;0;119.987;278.15;1716.82
195.32;144.96;0;129.953;278.15;1734.23
195.32;144.96;0;139.962;278.15;1751.46
195.32;144.96;0;0.101;283.15;1464.55
195.32;144.96;0;1.002;283.15;1466.67
195.32;144.96;0;5.021;283.15;1475.78
195.32;144.96;0;10.003;283.15;1487.04
195.32;144.96;0;19.953;283.15;1508.97
195.32;144.96;0;29.957;283.15;1530.62
195.32;144.96;0;39.956;283.15;1551.86
195.32;144.96;0;49.928;283.15;1572.6
195.32;144.96;0;59.956;283.15;1593.02
195.32;144.96;0;70.006;283.15;1612.95
195.32;144.96;0;79.958;283.15;1632.38
195.32;144.96;0;89.925;283.15;1651.64
195.32;144.96;0;99.957;283.15;1670.63
195.32;144.96;0;109.953;283.15;1689.22
195.32;144.96;0;119.987;283.15;1707.61
195.32;144.96;0;129.953;283.15;1725.76
195.32;144.96;0;139.962;283.15;1743.53
195.32;144.96;0;0.101;293.15;1432.36
195.32;144.96;0;1.002;293.15;1435.45
195.32;144.96;0;5.021;293.15;1443.65
195.32;144.96;0;10.003;293.15;1452.08
195.32;144.96;0;19.953;293.15;1479.27
195.32;144.96;0;29.957;293.15;1503.36
195.32;144.96;0;39.956;293.15;1524.75
195.32;144.96;0;49.928;293.15;1547.5
195.32;144.96;0;59.956;293.15;1566.9
195.32;144.96;0;70.006;293.15;1590.39
195.32;144.96;0;79.958;293.15;1610.77
195.32;144.96;0;89.925;293.15;1631.7
195.32;144.96;0;99.957;293.15;1651.87
195.32;144.96;0;109.953;293.15;1671.74
195.32;144.96;0;119.987;293.15;1691.31
195.32;144.96;0;129.953;293.15;1710.63
195.32;144.96;0;139.962;293.15;1729.68
195.32;144.96;0;0.101;298.15;1417.06
195.32;144.96;0;1.002;298.15;1419.33
195.32;144.96;0;5.021;298.15;1429.39
195.32;144.96;0;10.003;298.15;1441.72
195.32;144.96;0;19.953;298.15;1465.8
195.32;144.96;0;29.957;298.15;1489.75
195.32;144.96;0;39.956;298.15;1512.97
195.32;144.96;0;49.928;298.15;1535.77
195.32;144.96;0;59.956;298.15;1557.84
195.32;144.96;0;70.006;298.15;1579.74
195.32;144.96;0;79.958;298.15;1601.3
195.32;144.96;0;89.925;298.15;1622.32
195.32;144.96;0;99.957;298.15;1643.12
195.32;144.96;0;109.953;298.15;1663.64
195.32;144.96;0;119.987;298.15;1683.84
195.32;144.96;0;129.953;298.15;1703.73
195.32;144.96;0;139.962;298.15;1723.31
195.32;144.96;0;0.101;313.15;1373.55
195.32;144.96;0;1.002;313.15;1378.42
195.32;144.96;0;5.021;313.15;1388.45
195.32;144.96;0;10.003;313.15;1401.03
195.32;144.96;0;19.953;313.15;1430.02
195.32;144.96;0;29.957;313.15;1452.86
195.32;144.96;0;39.956;313.15;1479.59
195.32;144.96;0;49.928;313.15;1502.92
195.32;144.96;0;59.956;313.15;1526.82
195.32;144.96;0;70.006;313.15;1550.94
195.32;144.96;0;79.958;313.15;1575.24
195.32;144.96;0;89.925;313.15;1597.28
195.32;144.96;0;99.957;313.15;1610.77
195.32;144.96;0;109.953;313.15;1641.62
195.32;144.96;0;119.987;313.15;1662.35
195.32;144.96;0;129.953;313.15;1685.12
195.32;144.96;0;139.962;313.15;1705.68
195.32;144.96;0;0.101;333.15;1319.26
195.32;144.96;0;1.002;333.15;1323.43
195.32;144.96;0;5.021;333.15;1335.62
195.32;144.96;0;10.003;333.15;1349.37
195.32;144.96;0;19.953;333.15;1381.57
195.32;144.96;0;29.957;333.15;1407.81
195.32;144.96;0;39.956;333.15;1437.66
195.32;144.96;0;49.928;333.15;1463.27
195.32;144.96;0;59.956;333.15;1489.98
195.32;144.96;0;70.006;333.15;1516.3
195.32;144.96;0;79.958;333.15;1542.19
195.32;144.96;0;89.925;333.15;1567.25
195.32;144.96;0;99.957;333.15;1587.24
195.32;144.96;0;109.953;333.15;1615.98
195.32;144.96;0;119.987;333.15;1630.98
195.32;144.96;0;129.953;333.15;1663.6
195.32;144.96;0;139.962;333.15;1687.28
195.32;144.96;0;0.101;353.15;1267.46
195.32;144.96;0;1.002;353.15;1271.7
195.32;144.96;0;5.021;353.15;1284.94
195.32;144.96;0;10.003;353.15;1302.79
195.32;144.96;0;19.953;353.15;1334.88
195.32;144.96;0;29.957;353.15;1365.38
195.32;144.96;0;39.956;353.15;1397.29
195.32;144.96;0;49.928;353.15;1426.19
195.32;144.96;0;59.956;353.15;1456.03
195.32;144.96;0;70.006;353.15;1483.99
195.32;144.96;0;79.958;353.15;1511.62
195.32;144.96;0;89.925;353.15;1539.24
195.32;144.96;0;99.957;353.15;1563.3
195.32;144.96;0;109.953;353.15;1591.97
195.32;144.96;0;119.987;353.15;1613.37
195.32;144.96;0;129.953;353.15;1643.25
195.32;144.96;0;139.962;353.15;1668.61
195.32;144.96;0;0.101;373.15;1218.1
195.32;144.96;0;1.002;373.15;1223.8
195.32;144.96;0;5.021;373.15;1237.52
195.32;144.96;0;10.003;373.15;1256.51
195.32;144.96;0;19.953;373.15;1291.51
195.32;144.96;0;29.957;373.15;1325.25
195.32;144.96;0;39.956;373.15;1360.7
195.32;144.96;0;49.928;373.15;1391.02
195.32;144.96;0;59.956;373.15;1423.69
195.32;144.96;0;70.006;373.15;1453.07
195.32;144.96;0;79.958;373.15;1483.62
195.32;144.96;0;89.925;373.15;1512.09
195.32;144.96;0;99.957;373.15;1537.14
195.32;144.96;0;109.953;373.15;1567.97
195.32;144.96;0;119.987;373.15;1596.89
195.32;144.96;0;129.953;373.15;1622.17
195.32;144.96;0;139.962;373.15;1647.46
195.32;144.96;0;0.101;393.15;1173.73
195.32;144.96;0;1.002;393.15;1176.94
195.32;144.96;0;5.021;393.15;1193.89
195.32;144.96;0;10.003;393.15;1215.42
195.32;144.96;0;19.953;393.15;1253.05
195.32;144.96;0;29.957;393.15;1288.79
195.32;144.96;0;39.956;393.15;1325.66
195.32;144.96;0;49.928;393.15;1358.65
195.32;144.96;0;59.956;393.15;1391.63
195.32;144.96;0;70.006;393.15;1424.15
195.32;144.96;0;79.958;393.15;1456.09
195.32;144.96;0;89.925;393.15;1486.04
195.32;144.96;0;99.957;393.15;1512.62
195.32;144.96;0;109.953;393.15;1544.38
195.32;144.96;0;119.987;393.15;1576.55
195.32;144.96;0;129.953;393.15;1600.65
195.32;144.96;0;139.962;393.15;1627.65
195.32;144.96;0;0.101;413.15;1140.85
195.32;144.96;0;1.002;413.15;1146.18
195.32;144.96;0;5.021;413.15;1161.42
195.32;144.96;0;10.003;413.15;1182.96
195.32;144.96;0;19.953;413.15;1223.36
195.32;144.96;0;29.957;413.15;1260.27
195.32;144.96;0;39.956;413.15;1297.29
195.32;144.96;0;49.928;413.15;1332.38
195.32;144.96;0;59.956;413.15;1366.82
195.32;144.96;0;70.006;413.15;1399.68
195.32;144.96;0;79.958;413.15;1431.22
195.32;144.96;0;89.925;413.15;1463
195.32;144.96;0;99.957;413.15;1489.35
195.32;144.96;0;109.953;413.15;1522.45
195.32;144.96;0;119.987;413.15;1551.33
195.32;144.96;0;129.953;413.15;1579.51
195.32;144.96;0;139.962;413.15;1606.44
90.14;73.07;0;0.1;303.15;1566.6
90.14;73.07;0;1;303.15;1570.6
90.14;73.07;0;2;303.15;1574.6
90.14;73.07;0;3;303.15;1578.7
90.14;73.07;0;4;303.15;1582.8
90.14;73.07;0;5;303.15;1586.9
90.14;73.07;0;6;303.15;1589.6
90.14;73.07;0;7;303.15;1592.4
90.14;73.07;0;8;303.15;1595.1
90.14;73.07;0;9;303.15;1599.3
90.14;73.07;0;10;303.15;1603.5
90.14;73.07;0;11;303.15;1607.7
90.14;73.07;0;12;303.15;1611.9
90.14;73.07;0;13;303.15;1616.1
90.14;73.07;0;14;303.15;1620.3
90.14;73.07;0;15;303.15;1623.2
90.14;73.07;0;16;303.15;1627.4
90.14;73.07;0;17;303.15;1631.7
90.14;73.07;0;18;303.15;1634.6
90.14;73.07;0;19;303.15;1637.5
90.14;73.07;0;20;303.15;1640.4
90.14;73.07;0;0.1;313.15;1535.6
90.14;73.07;0;1;313.15;1539.4
90.14;73.07;0;2;313.15;1543.3
90.14;73.07;0;3;313.15;1547.2
90.14;73.07;0;4;313.15;1552.4
90.14;73.07;0;5;313.15;1555
90.14;73.07;0;6;313.15;1560.3
90.14;73.07;0;7;313.15;1564.2
90.14;73.07;0;8;313.15;1568.2
90.14;73.07;0;9;313.15;1572.2
90.14;73.07;0;10;313.15;1576.2
90.14;73.07;0;11;313.15;1578.9
90.14;73.07;0;12;313.15;1583
90.14;73.07;0;13;313.15;1587.1
90.14;73.07;0;14;313.15;1591.1
90.14;73.07;0;15;313.15;1595.3
90.14;73.07;0;16;313.15;1599.4
90.14;73.07;0;17;313.15;1603.5
90.14;73.07;0;18;313.15;1607.7
90.14;73.07;0;19;313.15;1610.5
90.14;73.07;0;20;313.15;1614.7
90.14;73.07;0;0.1;323.15;1504.9
90.14;73.07;0;1;323.15;1508.6
90.14;73.07;0;2;323.15;1512.4
90.14;73.07;0;3;323.15;1517.3
90.14;73.07;0;4;323.15;1522.4
90.14;73.07;0;5;323.15;1527.4
90.14;73.07;0;6;323.15;1531.2
90.14;73.07;0;7;323.15;1535
90.14;73.07;0;8;323.15;1538.9
90.14;73.07;0;9;323.15;1542.8
90.14;73.07;0;10;323.15;1546.6
90.14;73.07;0;11;323.15;1550.5
90.14;73.07;0;12;323.15;1555.7
90.14;73.07;0;13;323.15;1559.7
90.14;73.07;0;14;323.15;1563.6
90.14;73.07;0;15;323.15;1566.3
90.14;73.07;0;16;323.15;1570.3
90.14;73.07;0;17;323.15;1572.9
90.14;73.07;0;18;323.15;1575.6
90.14;73.07;0;19;323.15;1579.6
90.14;73.07;0;20;323.15;1583.7
90.14;73.07;0;0.1;333.15;1485.5
90.14;73.07;0;1;333.15;1489.2
90.14;73.07;0;2;333.15;1494.2
90.14;73.07;0;3;333.15;1497.9
90.14;73.07;0;4;333.15;1500.5
90.14;73.07;0;5;333.15;1503
90.14;73.07;0;6;333.15;1508
90.14;73.07;0;7;333.15;1511.8
90.14;73.07;0;8;333.15;1514.4
90.14;73.07;0;9;333.15;1519.4
90.14;73.07;0;10;333.15;1523.2
90.14;73.07;0;11;333.15;1525.8
90.14;73.07;0;12;333.15;1530.9
90.14;73.07;0;13;333.15;1533.5
90.14;73.07;0;14;333.15;1536.1
90.14;73.07;0;15;333.15;1540
90.14;73.07;0;16;333.15;1542.6
90.14;73.07;0;17;333.15;1546.5
90.14;73.07;0;18;333.15;1550.4
90.14;73.07;0;19;333.15;1553
90.14;73.07;0;20;333.15;1555.6
90.14;73.07;0;0.1;343.15;1450.5
90.14;73.07;0;1;343.15;1454.2
90.14;73.07;0;2;343.15;1458
90.14;73.07;0;3;343.15;1461.8
90.14;73.07;0;4;343.15;1466.7
90.14;73.07;0;5;343.15;1470.5
90.14;73.07;0;6;343.15;1474.3
90.14;73.07;0;7;343.15;1478.1
90.14;73.07;0;8;343.15;1481.9
90.14;73.07;0;9;343.15;1485.7
90.14;73.07;0;10;343.15;1489.5
90.14;73.07;0;11;343.15;1493.3
90.14;73.07;0;12;343.15;1497.2
90.14;73.07;0;13;343.15;1501
90.14;73.07;0;14;343.15;1504.8
90.14;73.07;0;15;343.15;1507.4
90.14;73.07;0;16;343.15;1511.2
90.14;73.07;0;17;343.15;1516.3
90.14;73.07;0;18;343.15;1520.1
90.14;73.07;0;19;343.15;1524
90.14;73.07;0;20;343.15;1526.6
90.14;73.07;0;0.1;353.15;1416
90.14;73.07;0;1;353.15;1419.9
90.14;73.07;0;2;353.15;1423.8
90.14;73.07;0;3;353.15;1428.9
90.14;73.07;0;4;353.15;1434
90.14;73.07;0;5;353.15;1438
90.14;73.07;0;6;353.15;1443.1
90.14;73.07;0;7;353.15;1447
90.14;73.07;0;8;353.15;1451
90.14;73.07;0;9;353.15;1456.1
90.14;73.07;0;10;353.15;1460
90.14;73.07;0;11;353.15;1465.1
90.14;73.07;0;12;353.15;1469
90.14;73.07;0;13;353.15;1471.8
90.14;73.07;0;14;353.15;1476.9
90.14;73.07;0;15;353.15;1480.8
90.14;73.07;0;16;353.15;1484.7
90.14;73.07;0;17;353.15;1488.6
90.14;73.07;0;18;353.15;1492.5
90.14;73.07;0;19;353.15;1496.4
90.14;73.07;0;20;353.15;1500.2
153.24;280.15;0;0.5;288.15;1255.48
153.24;280.15;0;3.5;288.15;1265.99
153.24;280.15;0;7;288.15;1278.1
153.24;280.15;0;10;288.15;1288.26
153.24;280.15;0;13.5;288.15;1299.89
153.24;280.15;0;16.99;288.15;1311.16
153.24;280.15;0;20;288.15;1320.7
153.24;280.15;0;30;288.15;1351.71
153.24;280.15;0;40;288.15;1380.9
153.24;280.15;0;50;288.15;1408.96
153.24;280.15;0;60;288.15;1435.57
153.24;280.15;0;70;288.15;1461.25
153.24;280.15;0;80;288.15;1486.05
153.24;280.15;0;90;288.15;1509.92
153.24;280.15;0;100;288.15;1533
153.24;280.15;0;112.5;288.15;1560.88
153.24;280.15;0;125;288.15;1587.89
153.24;280.15;0;137.51;288.15;1613.55
153.24;280.15;0;150;288.15;1637.77
153.24;280.15;0;0.5;298.15;1232.13
153.24;280.15;0;3.5;298.15;1242.66
153.24;280.15;0;7;298.15;1255.05
153.24;280.15;0;10;298.15;1265.48
153.24;280.15;0;13.5;298.15;1277.35
153.24;280.15;0;16.99;298.15;1288.92
153.24;280.15;0;20;298.15;1298.58
153.24;280.15;0;30;298.15;1330.55
153.24;280.15;0;40;298.15;1360.43
153.24;280.15;0;50;298.15;1388.86
153.24;280.15;0;60;298.15;1415.93
153.24;280.15;0;70;298.15;1441.9
153.24;280.15;0;80;298.15;1466.98
153.24;280.15;0;90;298.15;1491.13
153.24;280.15;0;100;298.15;1514.5
153.24;280.15;0;112.5;298.15;1542.58
153.24;280.15;0;125;298.15;1569.71
153.24;280.15;0;137.51;298.15;1595.72
153.24;280.15;0;150;298.15;1620.35
153.24;280.15;0;0.5;308.15;1209.44
153.24;280.15;0;3.5;308.15;1220.44
153.24;280.15;0;7;308.15;1233.11
153.24;280.15;0;10;308.15;1243.73
153.24;280.15;0;13.5;308.15;1255.85
153.24;280.15;0;16.99;308.15;1267.53
153.24;280.15;0;20;308.15;1277.47
153.24;280.15;0;30;308.15;1310.04
153.24;280.15;0;40;308.15;1340.39
153.24;280.15;0;50;308.15;1369.13
153.24;280.15;0;60;308.15;1396.71
153.24;280.15;0;70;308.15;1423.15
153.24;280.15;0;80;308.15;1448.6
153.24;280.15;0;90;308.15;1472.99
153.24;280.15;0;100;308.15;1496.64
153.24;280.15;0;112.5;308.15;1525.22
153.24;280.15;0;125;308.15;1552.6
153.24;280.15;0;137.51;308.15;1579.04
153.24;280.15;0;150;308.15;1603.65
153.24;280.15;0;0.5;318.15;1187.33
153.24;280.15;0;3.5;318.15;1198.61
153.24;280.15;0;7;318.15;1211.5
153.24;280.15;0;10;318.15;1222.41
153.24;280.15;0;13.5;318.15;1234.77
153.24;280.15;0;16.99;318.15;1246.87
153.24;280.15;0;20;318.15;1256.99
153.24;280.15;0;30;318.15;1290.01
153.24;280.15;0;40;318.15;1320.98
153.24;280.15;0;50;318.15;1350.24
153.24;280.15;0;60;318.15;1378.19
153.24;280.15;0;70;318.15;1404.93
153.24;280.15;0;80;318.15;1430.7
153.24;280.15;0;90;318.15;1455.47
153.24;280.15;0;100;318.15;1479.47
153.24;280.15;0;112.5;318.15;1508.03
153.24;280.15;0;125;318.15;1535.89
153.24;280.15;0;137.51;318.15;1562.58
153.24;280.15;0;150;318.15;1587.43
153.24;280.15;0;0.5;328.15;1165.79
153.24;280.15;0;3.5;328.15;1177.44
153.24;280.15;0;7;328.15;1190.61
153.24;280.15;0;10;328.15;1201.76
153.24;280.15;0;13.5;328.15;1214.21
153.24;280.15;0;16.99;328.15;1226.6
153.24;280.15;0;20;328.15;1236.94
153.24;280.15;0;30;328.15;1270.51
153.24;280.15;0;40;328.15;1301.88
153.24;280.15;0;50;328.15;1331.71
153.24;280.15;0;60;328.15;1360.08
153.24;280.15;0;70;328.15;1387.2
153.24;280.15;0;80;328.15;1413.4
153.24;280.15;0;90;328.15;1438.39
153.24;280.15;0;100;328.15;1462.6
153.24;280.15;0;112.5;328.15;1491.61
153.24;280.15;0;125;328.15;1519.63
153.24;280.15;0;137.51;328.15;1546.57
153.24;280.15;0;150;328.15;1571.5
153.24;280.15;0;0.5;338.15;1144.76
153.24;280.15;0;3.5;338.15;1156.45
153.24;280.15;0;7;338.15;1170.04
153.24;280.15;0;10;338.15;1181.37
153.24;280.15;0;13.5;338.15;1194.26
153.24;280.15;0;16.99;338.15;1206.68
153.24;280.15;0;20;338.15;1217.24
153.24;280.15;0;30;338.15;1251.27
153.24;280.15;0;40;338.15;1283.34
153.24;280.15;0;50;338.15;1313.61
153.24;280.15;0;60;338.15;1342.37
153.24;280.15;0;70;338.15;1369.79
153.24;280.15;0;80;338.15;1396.26
153.24;280.15;0;90;338.15;1421.64
153.24;280.15;0;100;338.15;1446.3
153.24;280.15;0;112.5;338.15;1475.29
153.24;280.15;0;125;338.15;1503.68
153.24;280.15;0;137.51;338.15;1530.89
153.24;280.15;0;150;338.15;1556.18
139.29;280.15;0;0.1;303.15;1268.31
139.29;280.15;0;15.2;303.15;1316.21
139.29;280.15;0;30.39;303.15;1360.75
139.29;280.15;0;45.59;303.15;1402.52
139.29;280.15;0;61;303.15;1441.76
139.29;280.15;0;0.1;308.15;1257.47
139.29;280.15;0;15.2;308.15;1305.79
139.29;280.15;0;30.39;308.15;1350.66
139.29;280.15;0;45.59;308.15;1392.91
139.29;280.15;0;61;308.15;1432.47
139.29;280.15;0;76;308.15;1469.88
139.29;280.15;0;0.1;313.15;1246.53
139.29;280.15;0;15.2;313.15;1295.55
139.29;280.15;0;30.39;313.15;1340.44
139.29;280.15;0;45.59;313.15;1383
139.29;280.15;0;61;313.15;1422.8
139.29;280.15;0;76;313.15;1460.27
139.29;280.15;0;0.1;318.15;1235.41
139.29;280.15;0;15.2;318.15;1284.63
139.29;280.15;0;30.39;318.15;1330.29
139.29;280.15;0;45.59;318.15;1373.29
139.29;280.15;0;61;318.15;1413.24
139.29;280.15;0;76;318.15;1451
139.29;280.15;0;0.1;323.15;1224.15
139.29;280.15;0;15.2;323.15;1273.39
139.29;280.15;0;30.39;323.15;1320.18
139.29;280.15;0;45.59;323.15;1363.11
139.29;280.15;0;61;323.15;1403.49
139.29;280.15;0;76;323.15;1441.83
125.19;280.15;0;3.5;298.15;1246.48
125.19;280.15;0;7;298.15;1258.18
125.19;280.15;0;10;298.15;1268.01
125.19;280.15;0;13.5;298.15;1279.22
125.19;280.15;0;17;298.15;1290.02
125.19;280.15;0;20;298.15;1299.22
125.19;280.15;0;30;298.15;1329.19
125.19;280.15;0;40;298.15;1357.52
125.19;280.15;0;50;298.15;1384.47
125.19;280.15;0;60;298.15;1410.3
125.19;280.15;0;70;298.15;1435.09
125.19;280.15;0;80;298.15;1459.03
125.19;280.15;0;90;298.15;1482.12
125.19;280.15;0;100;298.15;1504.51
125.19;280.15;0;112.5;298.15;1531.68
125.19;280.15;0;125;298.15;1557.56
125.19;280.15;0;137.51;298.15;1582.75
125.19;280.15;0;150;298.15;1605.96
125.19;280.15;0;162.5;298.15;1629.62
125.19;280.15;0;175;298.15;1652.47
125.19;280.15;0;187.5;298.15;1674.5
125.19;280.15;0;200;298.15;1695.88
125.19;280.15;0;3.5;308.15;1224.39
125.19;280.15;0;7;308.15;1236.21
125.19;280.15;0;10;308.15;1246.21
125.19;280.15;0;13.5;308.15;1257.57
125.19;280.15;0;17;308.15;1268.63
125.19;280.15;0;20;308.15;1278.04
125.19;280.15;0;30;308.15;1308.64
125.19;280.15;0;40;308.15;1337.09
125.19;280.15;0;50;308.15;1364.73
125.19;280.15;0;60;308.15;1391.01
125.19;280.15;0;70;308.15;1416.15
125.19;280.15;0;80;308.15;1440.33
125.19;280.15;0;90;308.15;1463.69
125.19;280.15;0;100;308.15;1486.41
125.19;280.15;0;112.5;308.15;1513.63
125.19;280.15;0;125;308.15;1539.91
125.19;280.15;0;137.51;308.15;1565.16
125.19;280.15;0;150;308.15;1589.56
125.19;280.15;0;162.5;308.15;1613.29
125.19;280.15;0;175;308.15;1636.28
125.19;280.15;0;187.5;308.15;1658.62
125.19;280.15;0;200;308.15;1680.42
125.19;280.15;0;3.5;318.15;1202.88
125.19;280.15;0;7;318.15;1214.97
125.19;280.15;0;10;318.15;1225.22
125.19;280.15;0;13.5;318.15;1236.83
125.19;280.15;0;17;318.15;1248.18
125.19;280.15;0;20;318.15;1257.69
125.19;280.15;0;30;318.15;1288.68
125.19;280.15;0;40;318.15;1317.81
125.19;280.15;0;50;318.15;1345.72
125.19;280.15;0;60;318.15;1372.24
125.19;280.15;0;70;318.15;1397.82
125.19;280.15;0;80;318.15;1422.3
125.19;280.15;0;90;318.15;1446.35
125.19;280.15;0;100;318.15;1468.93
125.19;280.15;0;112.5;318.15;1496.47
125.19;280.15;0;125;318.15;1523.2
125.19;280.15;0;137.51;318.15;1548.43
125.19;280.15;0;150;318.15;1572.88
125.19;280.15;0;162.5;318.15;1596.63
125.19;280.15;0;175;318.15;1619.97
125.19;280.15;0;187.5;318.15;1642.7
125.19;280.15;0;200;318.15;1664.6
125.19;280.15;0;3.5;328.15;1181.79
125.19;280.15;0;7;328.15;1194.19
125.19;280.15;0;10;328.15;1204.67
125.19;280.15;0;13.5;328.15;1216.44
125.19;280.15;0;17;328.15;1228.01
125.19;280.15;0;20;328.15;1237.74
125.19;280.15;0;30;328.15;1269.23
125.19;280.15;0;40;328.15;1299.09
125.19;280.15;0;50;328.15;1327.29
125.19;280.15;0;60;328.15;1354.21
125.19;280.15;0;70;328.15;1380.11
125.19;280.15;0;80;328.15;1405.14
125.19;280.15;0;90;328.15;1429.1
125.19;280.15;0;100;328.15;1452.23
125.19;280.15;0;112.5;328.15;1480.06
125.19;280.15;0;125;328.15;1506.92
125.19;280.15;0;137.51;328.15;1532.75
125.19;280.15;0;150;328.15;1557.03
125.19;280.15;0;162.5;328.15;1581.2
125.19;280.15;0;175;328.15;1604.64
125.19;280.15;0;187.5;328.15;1627.34
125.19;280.15;0;200;328.15;1649.56
125.19;280.15;0;3.5;338.15;1161.22
125.19;280.15;0;7;338.15;1173.83
125.19;280.15;0;10;338.15;1184.36
125.19;280.15;0;13.5;338.15;1196.58
